Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1661356392,50,GET,orders-pythonanywhere,0.700000,0.000000,18000,18000,18000,18000,19000,19000,19000,19000,19000,19000,19000,70,0,16000.0,14826.477965714286,4212.772800000002,20915.1679,35483.0
1661356392,50,GET,users-docker,19.500000,0.000000,550,640,720,760,910,1000,1500,1600,1700,1700,1700,1952,0,530.0,594.8295644467212,27.584099999998557,4574.3349,2.0
1661356392,50,GET,users-pythonanywhere,0.700000,0.000000,17000,17000,17000,17000,19000,19000,19000,19000,19000,19000,19000,66,0,16000.0,15044.230263636364,5330.935,21544.20330000001,28519.0
1661356392,50,,Aggregated,37.700000,0.000000,590,710,800,900,1100,1500,17000,18000,19000,19000,19000,3916,0,540.0,1088.2578400153202,27.206500000000133,21544.20330000001,1116.8600612870275
1661356397,50,GET,orders-docker,21.600000,0.000000,520,590,630,660,820,950,1100,1100,1200,1200,1200,1942,0,530.0,583.2276212152422,27.206500000000133,4024.695300000001,2.0
1661356397,50,GET,orders-pythonanywhere,0.500000,0.000000,18000,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000,71,0,16000.0,14827.562785915492,4212.772800000002,20915.1679,35483.0
1661356397,50,GET,users-docker,20.500000,0.000000,520,580,640,660,760,910,930,1000,1200,1200,1200,2062,0,530.0,593.2811163918527,27.584099999998557,4574.3349,2.0
1661356397,50,GET,users-pythonanywhere,1.100000,0.000000,17000,19000,19000,19000,19000,22000,22000,22000,22000,22000,22000,73,0,16000.0,15246.754956164381,5330.935,21940.1323,28519.0
1661356397,50,,Aggregated,43.700000,0.000000,530,600,640,700,870,1100,16000,19000,22000,22000,22000,4148,0,540.0,1090.1021629701047,27.206500000000133,21940.1323,1111.1832208293154
1661356402,50,GET,orders-docker,20.400000,0.000000,540,630,720,800,940,1100,1400,1500,2400,2400,2400,2033,0,530.0,584.462596556813,27.206500000000133,4024.695300000001,2.0
1661356402,50,GET,orders-pythonanywhere,0.400000,0.000000,16000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000,74,0,16000.0,14879.913206756757,4212.772800000002,20915.1679,35483.0
1661356402,50,GET,users-docker,21.100000,0.000000,580,720,810,870,1000,1200,1500,1600,1700,1700,1700,2144,0,530.0,598.3460259794774,27.584099999998557,4574.3349,2.0
1661356402,50,GET,users-pythonanywhere,1.200000,0.000000,16000,17000,19000,19000,19000,22000,22000,22000,22000,22000,22000,79,0,16000.0,15253.185377215188,5330.935,21940.1323,28519.0
1661356402,50,,Aggregated,43.100000,0.000000,580,700,820,880,1100,1600,16000,19000,22000,22000,22000,4330,0,540.0,1103.2751872055385,27.206500000000133,21940.1323,1128.6598152424942
1661356407,50,GET,orders-docker,21.200000,0.000000,480,590,700,740,940,1300,1600,2500,3700,3700,3700,2163,0,520.0,585.415283911235,27.206500000000133,4024.695300000001,2.0
1661356407,50,GET,orders-pythonanywhere,0.500000,0.000000,15000,15000,16000,16000,17000,17000,17000,17000,17000,17000,17000,78,0,16000.0,14860.61654871795,4212.772800000002,20915.1679,35483.0
1661356407,50,GET,users-docker,18.800000,0.000000,500,620,790,840,1000,1300,1700,3500,3500,3500,3500,2251,0,530.0,595.1703159040426,27.584099999998557,4574.3349,2.0
1661356407,50,GET,users-pythonanywhere,1.200000,0.000000,16000,16000,17000,17000,18000,18000,18000,18000,18000,18000,18000,83,0,16000.0,15273.979854216866,5330.935,21940.1323,28519.0
1661356407,50,,Aggregated,41.700000,0.000000,500,640,780,840,1200,2500,15000,16000,18000,18000,18000,4575,0,530.0,1100.0765156065524,27.206500000000133,21940.1323,1124.2795628415302
1661356412,50,GET,orders-docker,24.400000,0.000000,480,560,610,670,780,1000,1500,1600,3700,3700,3700,2280,0,520.0,582.3242420175441,27.206500000000133,4024.695300000001,2.0
1661356412,50,GET,orders-pythonanywhere,0.700000,0.000000,15000,15000,15000,15000,16000,16000,16000,16000,16000,16000,16000,81,0,15000.0,14853.335790123458,4212.772800000002,20915.1679,35483.0
1661356412,50,GET,users-docker,21.100000,0.000000,470,530,580,620,780,880,1000,1900,3500,3500,3500,2383,0,520.0,590.5086666386906,27.584099999998557,4574.3349,2.0
1661356412,50,GET,users-pythonanywhere,1.000000,0.000000,16000,17000,17000,18000,18000,18000,18000,18000,18000,18000,18000,88,0,16000.0,15297.713546590909,5330.935,21940.1323,28519.0
1661356412,50,,Aggregated,47.200000,0.000000,480,550,610,670,820,1500,15000,16000,18000,18000,18000,4832,0,530.0,1093.5845230753257,27.206500000000133,21940.1323,1116.1260347682119
1661356417,50,GET,orders-docker,24.100000,0.000000,470,550,600,640,750,860,1000,1400,1500,1500,1500,2405,0,510.0,578.0396889812895,27.206500000000133,4024.695300000001,2.0
1661356417,50,GET,orders-pythonanywhere,0.800000,0.000000,15000,15000,15000,15000,17000,17000,17000,17000,17000,17000,17000,87,0,15000.0,14872.496244827586,4212.772800000002,20915.1679,35483.0
1661356417,50,GET,users-docker,25.300000,0.000000,460,530,580,610,740,850,990,1000,1600,1600,1600,2512,0,520.0,584.5343564490446,27.584099999998557,4574.3349,2.0
1661356417,50,GET,users-pythonanywhere,0.800000,0.000000,15000,16000,17000,17000,18000,18000,18000,18000,18000,18000,18000,90,0,16000.0,15289.47539,5330.935,21940.1323,28519.0
1661356417,50,,Aggregated,51.000000,0.000000,470,550,610,660,790,990,15000,15000,18000,18000,18000,5094,0,530.0,1085.2955857479346,27.206500000000133,21940.1323,1111.8109540636042
1661356422,50,GET,orders-docker,24.700000,0.000000,470,550,580,620,740,860,930,1200,1400,1400,1400,2523,0,510.0,574.0780891002781,27.206500000000133,4024.695300000001,2.0
1661356422,50,GET,orders-pythonanywhere,0.800000,0.000000,15000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000,89,0,15000.0,14907.99724719101,4212.772800000002,20915.1679,35483.0
1661356422,50,GET,users-docker,25.900000,0.000000,450,520,580,610,740,830,990,1300,1600,1600,1600,2646,0,510.0,580.4403452380949,27.584099999998557,4574.3349,2.0
1661356422,50,GET,users-pythonanywhere,0.800000,0.000000,15000,16000,16000,16000,17000,17000,17000,17000,17000,17000,17000,96,0,16000.0,15298.479159375,5330.935,21940.1323,28519.0
1661356422,50,,Aggregated,52.200000,0.000000,460,550,590,640,770,950,15000,16000,17000,17000,17000,5354,0,520.0,1079.512500298839,27.206500000000133,21940.1323,1103.1283152782967
1661356427,50,GET,orders-docker,24.300000,0.000000,460,520,570,630,740,830,1100,1200,1400,1400,1400,2662,0,510.0,569.6971691960939,27.206500000000133,4024.695300000001,2.0
1661356427,50,GET,orders-pythonanywhere,0.700000,0.000000,16000,17000,17000,18000,18000,18000,18000,18000,18000,18000,18000,92,0,15000.0,14943.634485869565,4212.772800000002,20915.1679,35483.0
1661356427,50,GET,users-docker,25.400000,0.000000,450,530,570,600,710,770,950,1100,1600,1600,1600,2769,0,510.0,575.5832049115198,27.584099999998557,4574.3349,2.0
1661356427,50,GET,users-pythonanywhere,0.800000,0.000000,16000,16000,16000,17000,19000,19000,19000,19000,19000,19000,19000,100,0,16000.0,15300.995379000004,5330.935,21940.1323,28519.0
1661356427,50,,Aggregated,51.200000,0.000000,460,540,600,640,760,1000,15000,16000,19000,19000,19000,5623,0,520.0,1069.75594333985,27.206500000000133,21940.1323,1089.6670816290236
1661356432,50,GET,orders-docker,25.700000,0.000000,440,510,560,600,740,820,940,1000,1100,1100,1100,2782,0,500.0,565.2354040977722,27.206500000000133,4024.695300000001,2.0
1661356432,50,GET,orders-pythonanywhere,0.400000,0.000000,17000,17000,18000,18000,18000,18000,18000,18000,18000,18000,18000,93,0,15000.0,14961.101584946236,4212.772800000002,20915.1679,35483.0
1661356432,50,GET,users-docker,26.300000,0.000000,450,510,550,570,660,740,830,890,1100,1100,1100,2909,0,500.0,570.088839016844,27.584099999998557,4574.3349,2.0
1661356432,50,GET,users-pythonanywhere,1.000000,0.000000,17000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,106,0,16000.0,15435.516585849058,5330.935,21940.1323,28519.0
1661356432,50,,Aggregated,53.400000,0.000000,450,520,560,600,740,860,15000,18000,19000,19000,19000,5890,0,510.0,1062.5501752801313,27.206500000000133,21940.1323,1075.4354838709678
1661356437,50,GET,orders-docker,24.900000,0.000000,480,550,600,630,740,840,1200,1400,1500,1500,1500,2901,0,500.0,564.9959955877292,27.206500000000133,4024.695300000001,2.0
1661356437,50,GET,orders-pythonanywhere,0.400000,0.000000,16000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000,95,0,15000.0,14971.059065263156,4212.772800000002,20915.1679,35483.0
1661356437,50,GET,users-docker,26.500000,0.000000,470,540,590,630,720,880,1100,1100,1500,1500,1500,3021,0,510.0,569.4839186693143,27.584099999998557,4574.3349,2.0
1661356437,50,GET,users-pythonanywhere,1.200000,0.000000,17000,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000,112,0,16000.0,15499.616683035714,5330.935,21940.1323,28519.0
1661356437,50,,Aggregated,53.000000,0.000000,480,560,610,640,790,1100,16000,17000,19000,19000,19000,6129,0,510.0,1063.4152359601846,27.206500000000133,21940.1323,1073.0717898515256
1661356442,50,GET,orders-docker,23.700000,0.000000,470,540,610,640,790,880,1000,1200,1500,1500,1500,3012,0,500.0,561.6683594289518,27.206500000000133,4024.695300000001,2.0
1661356442,50,GET,orders-pythonanywhere,0.500000,0.000000,16000,16000,17000,17000,19000,19000,19000,19000,19000,19000,19000,99,0,15000.0,14987.241208080804,4212.772800000002,20915.1679,35483.0
1661356442,50,GET,users-docker,25.900000,0.000000,500,580,630,660,750,850,970,1000,1100,1100,1100,3164,0,500.0,566.6874371681412,27.584099999998557,4574.3349,2.0
1661356442,50,GET,users-pythonanywhere,1.000000,0.000000,16000,17000,17000,17000,18000,18000,18000,18000,18000,18000,18000,114,0,16000.0,15488.045854385964,5330.935,21940.1323,28519.0
1661356442,50,,Aggregated,51.100000,0.000000,490,570,630,670,810,990,16000,17000,19000,19000,19000,6389,0,510.0,1054.0175703239888,27.206500000000133,21940.1323,1060.625293473157
1661356447,50,GET,orders-docker,23.500000,0.000000,460,520,570,620,780,880,1000,1000,1100,1100,1100,3134,0,500.0,559.9883179961715,27.206500000000133,4024.695300000001,2.0
1661356447,50,GET,orders-pythonanywhere,0.600000,0.000000,19000,20000,22000,22000,23000,23000,23000,23000,23000,23000,23000,103,0,16000.0,15194.6331592233,4212.772800000002,22568.982700000022,35483.0
1661356447,50,GET,users-docker,25.500000,0.000000,480,560,610,660,760,860,900,960,1100,1100,1100,3288,0,500.0,564.0924506995132,27.584099999998557,4574.3349,2.0
1661356447,50,GET,users-pythonanywhere,0.600000,0.000000,16000,17000,17000,21000,21000,21000,21000,21000,21000,21000,21000,117,0,16000.0,15551.988797435897,5330.935,21940.1323,28519.0
1661356447,50,,Aggregated,50.200000,0.000000,480,550,610,670,820,910,15000,19000,23000,23000,23000,6642,0,510.0,1053.0516819030354,27.206500000000133,22568.982700000022,1054.5492321589882
1661356452,50,GET,orders-docker,23.700000,0.000000,430,500,540,560,730,1000,1400,2300,2900,2900,2900,3268,0,490.0,556.0120032435742,27.206500000000133,4024.695300000001,2.0
1661356452,50,GET,orders-pythonanywhere,0.900000,0.000000,18000,18000,20000,22000,23000,23000,23000,23000,23000,23000,23000,108,0,16000.0,15315.46164444444,4212.772800000002,22568.982700000022,35483.0
1661356452,50,GET,users-docker,25.200000,0.000000,420,480,520,570,680,890,1500,2200,2900,2900,2900,3426,0,500.0,559.0001112667835,27.584099999998557,4574.3349,2.0
1661356452,50,GET,users-pythonanywhere,0.500000,0.000000,18000,18000,19000,19000,21000,21000,21000,21000,21000,21000,21000,120,0,16000.0,15616.811889166665,5330.935,21940.1323,28519.0
1661356452,50,,Aggregated,50.300000,0.000000,430,500,540,590,830,1300,17000,18000,23000,23000,23000,6922,0,500.0,1048.8686639843925,27.206500000000133,22568.982700000022,1049.9612828662237
1661356457,50,GET,orders-docker,28.000000,0.000000,250,340,440,490,1200,1300,1700,2900,3500,3500,3500,3417,0,480.0,548.9721174422009,27.206500000000133,4024.695300000001,2.0
1661356457,50,GET,orders-pythonanywhere,0.900000,0.000000,18000,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000,113,0,16000.0,15434.488269026544,4212.772800000002,22568.982700000022,35483.0
1661356457,50,GET,users-docker,26.000000,0.000000,250,380,450,500,1200,1300,1600,2200,3500,3500,3500,3560,0,490.0,554.5788370505622,27.584099999998557,4574.3349,2.0
1661356457,50,GET,users-pythonanywhere,0.700000,0.000000,18000,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000,123,0,16000.0,15672.361165853657,5330.935,21940.1323,28519.0
1661356457,50,,Aggregated,55.600000,0.000000,250,380,470,510,1300,1600,18000,18000,19000,19000,19000,7213,0,500.0,1042.8304426729458,27.206500000000133,22568.982700000022,1044.1383612921115
1661356462,50,GET,orders-docker,29.600000,0.000000,230,270,390,470,1200,1500,3500,3500,7700,7700,7700,3550,0,480.0,549.4663199718311,27.206500000000133,7664.750400000003,2.0
1661356462,50,GET,orders-pythonanywhere,0.900000,0.000000,18000,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000,117,0,16000.0,15455.903098290593,4212.772800000002,22568.982700000022,35483.0
1661356462,50,GET,users-docker,27.900000,0.000000,240,310,410,490,1300,1400,1900,3500,3700,3700,3700,3693,0,480.0,551.1436315190906,27.584099999998557,4574.3349,2.0
1661356462,50,GET,users-pythonanywhere,0.600000,0.000000,16000,16000,18000,18000,19000,19000,19000,19000,19000,19000,19000,126,0,16000.0,15674.7748515873,5330.935,21940.1323,28519.0
1661356462,50,,Aggregated,59.000000,0.000000,240,300,430,490,1300,2600,16000,18000,19000,19000,19000,7486,0,490.0,1037.8494738044296,27.206500000000133,22568.982700000022,1036.520304568528
1661356467,50,GET,orders-docker,25.400000,0.000000,440,530,620,670,910,1300,3500,3500,7700,7700,7700,3659,0,480.0,550.4995200601253,27.206500000000133,7664.750400000003,2.0
1661356467,50,GET,orders-pythonanywhere,1.000000,0.000000,17000,17000,18000,18000,18000,18000,18000,18000,18000,18000,18000,121,0,16000.0,15476.701833057847,4212.772800000002,22568.982700000022,35483.0
1661356467,50,GET,users-docker,25.600000,0.000000,440,520,580,680,950,1300,1900,3500,3700,3700,3700,3780,0,490.0,553.002266693122,27.584099999998557,4574.3349,2.0
1661356467,50,GET,users-pythonanywhere,0.500000,0.000000,16000,16000,17000,17000,21000,21000,21000,21000,21000,21000,21000,130,0,16000.0,15733.040686923076,5330.935,21940.1323,28519.0
1661356467,50,,Aggregated,52.500000,0.000000,460,540,640,720,1200,3500,16000,17000,21000,21000,21000,7690,0,490.0,1043.2513033940136,27.206500000000133,22568.982700000022,1042.3655396618985
1661356472,50,GET,orders-docker,21.200000,0.000000,550,630,710,740,860,980,1200,1300,1400,1400,1400,3759,0,480.0,551.777945011971,27.206500000000133,7664.750400000003,2.0
1661356472,50,GET,orders-pythonanywhere,0.900000,0.000000,15000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000,124,0,16000.0,15476.053880645157,4212.772800000002,22568.982700000022,35483.0
1661356472,50,GET,users-docker,21.100000,0.000000,570,670,740,790,910,1000,1100,1100,1300,1300,1300,3905,0,490.0,553.9643502176697,27.584099999998557,4574.3349,2.0
1661356472,50,GET,users-pythonanywhere,0.700000,0.000000,16000,16000,17000,18000,21000,21000,21000,21000,21000,21000,21000,135,0,16000.0,15745.67628814815,5330.935,21940.1323,28519.0
1661356472,50,,Aggregated,43.900000,0.000000,570,670,760,810,960,1200,16000,17000,21000,21000,21000,7923,0,490.0,1045.3188265808365,27.206500000000133,22568.982700000022,1043.2014388489208
1661356477,50,GET,orders-docker,21.100000,0.000000,530,600,640,680,780,900,1100,1200,1400,1400,1400,3872,0,480.0,551.8398603564045,27.206500000000133,7664.750400000003,2.0
1661356477,50,GET,orders-pythonanywhere,0.700000,0.000000,16000,16000,17000,17000,18000,18000,18000,18000,18000,18000,18000,128,0,16000.0,15476.527703124997,4212.772800000002,22568.982700000022,35483.0
1661356477,50,GET,users-docker,21.800000,0.000000,520,600,670,710,810,900,1000,1100,1400,1400,1400,4017,0,490.0,553.871912023898,27.584099999998557,4574.3349,2.0
1661356477,50,GET,users-pythonanywhere,0.900000,0.000000,16000,16000,16000,18000,19000,19000,19000,19000,19000,19000,19000,139,0,16000.0,15724.457238848921,5330.935,21940.1323,28519.0
1661356477,50,,Aggregated,44.500000,0.000000,530,610,680,720,850,1100,15000,16000,19000,19000,19000,8156,0,500.0,1045.650136353602,27.206500000000133,22568.982700000022,1044.8434281510545
1661356482,50,GET,orders-docker,21.000000,0.000000,500,590,640,680,820,910,1100,1200,1500,1500,1500,3985,0,480.0,551.4298117189456,27.206500000000133,7664.750400000003,2.0
1661356482,50,GET,orders-pythonanywhere,0.600000,0.000000,16000,16000,16000,16000,17000,17000,17000,17000,17000,17000,17000,131,0,16000.0,15478.769148854959,4212.772800000002,22568.982700000022,35483.0
1661356482,50,GET,users-docker,24.400000,0.000000,500,570,610,650,830,1000,1300,1500,1700,1700,1700,4139,0,490.0,553.286050688572,27.584099999998557,4574.3349,2.0
1661356482,50,GET,users-pythonanywhere,1.000000,0.000000,15000,15000,18000,19000,20000,20000,20000,20000,20000,20000,20000,144,0,16000.0,15765.54680972222,5330.935,21940.1323,28519.0
1661356482,50,,Aggregated,47.000000,0.000000,500,590,650,710,900,1200,15000,16000,20000,20000,20000,8399,0,500.0,1046.0121755685166,27.206500000000133,22568.982700000022,1044.3215859030836
1661356487,50,GET,orders-docker,23.000000,0.000000,470,530,590,640,770,900,1100,1100,1500,1500,1500,4128,0,480.0,547.8727781007739,27.206500000000133,7664.750400000003,2.0
1661356487,50,GET,orders-pythonanywhere,0.600000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,134,0,16000.0,15474.88935447761,4212.772800000002,22568.982700000022,35483.0
1661356487,50,GET,users-docker,23.900000,0.000000,450,520,570,600,760,960,1200,1500,1700,1700,1700,4263,0,490.0,550.0254467041989,27.584099999998557,4574.3349,2.0
1661356487,50,GET,users-pythonanywhere,1.000000,0.000000,15000,15000,15000,16000,18000,18000,18000,18000,18000,18000,18000,150,0,16000.0,15741.564001333332,5330.935,21940.1323,28519.0
1661356487,50,,Aggregated,48.500000,0.000000,470,540,600,640,850,1100,15000,16000,18000,18000,18000,8675,0,490.0,1042.218683688757,27.206500000000133,22568.982700000022,1043.1531988472623
